#SAVEDid  xmeAGN      xfAGN       xeAGN      xmeSFR       xfSFR       xeSFR       xfTOT       xeTOT       xf_zz       xe_zz
#
245           0      0.7521      0.7521       4.434       3.927       2.389       4.334       2.115      0.8453        0.08
247   8.733e-08    0.002068    0.002068   9.763e-07    0.005764    0.005764    0.005764    0.005763       0.051        0.05
248     0.07692       2.889       2.889       14.32       10.96       5.031       13.19        3.73       1.363           0
254      0.0388       1.271       1.271       10.81       11.75       9.326       12.01       9.059         1.5       0.225
255           0           0           0       735.3       735.3           0       735.3           0       1.611           0
256       104.6         113       21.96       393.6       395.6       24.47       516.9       22.72       2.636      0.0315
257       72.05       72.85       15.79       288.4       287.1       12.25         360       3.541       2.431           0
262      0.2619      0.2693      0.1186      0.3649      0.3837      0.3837      0.6304      0.3245      0.4012        0.02
264      0.8991       11.54       11.54       100.4       96.99       42.13       103.5       35.57       2.721      0.0945
270       4.209       4.312       4.312       4.319       10.46       10.46       12.31       8.616       1.422       0.183
277       5.643       9.458       9.458       63.36       45.17       29.17       46.08       28.26        2.23       0.291
288     0.09138      0.2096      0.2096       1.412       1.315      0.9248       1.529       1.051      0.4213        0.12
289       64.22       51.01       33.67         242       248.8       30.93       290.5       21.86       3.524           0
309   3.136e-07   9.866e-07   9.866e-07       979.1       614.8       565.9       614.8       565.9       4.751        2.65
314      0.1783      0.1514      0.1514      0.3559      0.3841      0.3841      0.4333      0.4333       0.201         0.2
316    5.74e-08       3.221       3.221       29.34       20.71        11.9       23.36       9.247       2.199      0.2565
317     0.05838     0.09004     0.09004      0.8372       1.299      0.6641        1.36      0.6368      0.3886        0.06
330   6.574e-08   2.025e-07   2.025e-07       56.03       45.95       23.47       45.95       23.47        2.38       0.304
337   6.916e-08    2.95e-07    2.95e-07       22.83        52.8       30.08        52.8       30.08           3        0.36
339      0.5018       1.149       1.149       1.106       2.077       2.077       2.396       1.829      0.9719      0.1701
340       1.647       2.321       2.321        7.05       8.344       7.394       9.829       5.909       1.402       0.145
343       2.888       2.273       2.238       5.102       5.287       2.935       7.615       2.161      0.9528      0.0602
356       10.24       9.065       2.696       18.93       19.31       3.258       28.68       2.213       1.289      0.0105
365       1.553       2.241       2.241       3.076       3.716       3.716       4.778       3.146       1.264         0.1
368      0.7863      0.8034      0.2479           0     0.00509     0.00509      0.8034      0.2479      0.7807        0.01
371   1.108e-07       71.31       71.31         176       558.5       404.9       624.6         471       5.551        2.05
374       2.367       2.213        1.13       9.643       9.589       1.668        11.8      0.5946      0.8178           0
375        9.49       7.863       7.863       24.97       25.79        13.1       28.59       12.51        1.31      0.1525
376           0       77.21       77.21       382.5         409       80.67       463.9       133.3       2.727      0.2415
379   1.316e-07     5.3e-07     5.3e-07         141       91.91       57.51       91.91       57.51        4.38       0.484
381   1.234e-07   3.652e-07   3.652e-07       226.5       226.6      0.1749       226.6      0.1749       3.788       0.047
385       10.58       17.97       17.97       293.1       289.7        21.7       308.5       14.02       2.618       0.016
390       7.807       7.026       3.269           0      0.6503      0.6503       7.026       3.269       1.866       0.109
391       1.607       8.953       8.953       11.26       17.99       17.99       23.44       15.72        2.32       0.299
394        90.9         294       290.8       145.7       198.7       175.8       462.5       436.1       3.551        1.95
398       1.988       1.556       1.556      0.3273       1.971       1.971       2.952       1.498       1.204        0.04
399       26.19        20.7        20.7       171.9       161.4       29.41       173.2       38.61       2.868       0.132
401      0.3549      0.8958      0.8958       7.646       7.229       3.012        8.04       2.201       1.251           0
407        11.2       13.83       9.571         184       183.7       9.546       195.7       3.918       1.521           0
409       0.649      0.5132      0.5132       3.651       3.808       1.507       4.386       1.362      0.7797        0.04
413       0.109      0.3593      0.3593       2.315       2.156        1.28       2.452       1.149      0.7133        0.05
414       1.017         1.5         1.5       8.174       9.947       6.582       10.72       5.809        1.28        0.12
416     0.01144     0.08055     0.08055      0.2727      0.4467      0.4193      0.4649      0.4011      0.3758        0.12
418        1.32       4.188       4.188       8.023       11.88       10.62       15.65        10.5       1.432      0.1835
421       2.629       2.947       2.817           0        3.56        3.56       4.652       3.094        1.29      0.1515
428      0.8564       2.381       2.381       3.699       5.455       5.455       6.057       4.854       1.331       0.165
429       1.398       1.781        1.67       3.925       4.346       4.346        5.77       4.053       1.247        0.09
430           0      0.4055      0.4055       8.171       9.603       3.389       9.677       3.315       1.253           0
431      0.3932      0.2681      0.2681       2.119       2.077      0.7779       2.383      0.7052       0.676           0
432      0.4573      0.5853      0.5853       2.852       2.943        1.76       3.098       1.772      0.7425        0.15
433   6.179e-08         496         496   2.083e-06       152.7       152.7         496         496       3.951        3.95
437       38.92       29.46       29.46       136.7       131.5       49.11       136.5       45.83       3.145       0.313
438       1.358       1.569       1.569       58.48       58.97       9.112       60.28       9.068        1.27       0.061
439       35.92       33.85       4.645           0       4.635       4.635       34.22        4.27        1.59       0.023
442           0       5.149       5.149        37.4       30.87       8.616       33.85       8.544       1.264         0.1
449       0.118      0.1089     0.04663      0.6474      0.5433      0.1597      0.6206      0.1622      0.1793        0.02
450       105.9       79.97       69.66       151.8       130.4       80.87       191.4       91.52        4.27       0.474
451      0.7478      0.7759      0.7659        1.21       1.515       1.515       2.252       1.078       1.019           0
468   1.322e-07   5.318e-07   5.318e-07       148.4       143.1       46.74       143.1       46.74        4.39       0.485
481    0.005534     0.01283     0.01283      0.1724      0.1556       0.053      0.1671      0.0415       0.179           0
482           0       2.462       2.462       18.43       24.01       14.64       26.06       12.59        2.27       0.294
490     0.03766      0.6244      0.6244       7.098       7.582        4.13       7.881       3.831       1.159        0.15
498         106       184.4       109.3       295.3       362.5       95.68       555.5       165.8        4.36       0.482
501       4.514        9.43        9.43       30.18       45.63       36.67       50.02       36.41        2.41       0.307
502   5.891e-08   1.997e-07   1.997e-07       23.44       29.89       13.65       29.89       13.65        2.36       0.302
503   5.646e-08   1.858e-07   1.858e-07       26.98       28.45       9.335       28.45       9.335       2.289       0.264
505   8.748e-08   2.489e-07   2.489e-07       92.45       58.66       33.79       58.66       33.79         2.7       0.333
506           0       249.5       249.5     0.01616       85.83       85.83       275.1       275.1       3.651        3.65
509      0.1382      0.1767      0.1767       1.015       1.024      0.6004       1.164      0.4599       0.452           0
510           0       0.362       0.362       18.93       18.79      0.6929       19.14      0.3458      0.6798           0
512       0.546       1.475       1.475       9.931       12.44       4.324       13.75       4.288       1.247        0.08
516       85.49       169.4       169.4        3004        2303       964.9        2355        1017       6.851        1.05
521       1.762       2.018       1.448       6.044       6.052       2.538       7.932        1.73       1.037           0
530      0.6831      0.7529      0.4105       2.273       2.391       1.032       3.069      0.7455        0.64           0
532       4.596       4.296       2.901       38.31       38.46         2.1       42.76       0.801      0.9746           0
533      0.5717      0.6322      0.6322        3.24       3.027        2.23       3.659       1.598        1.03           0
540       27.51       29.81        23.3       35.12          39          39       66.48       30.88       2.194       0.272
541           0      0.7321      0.7321       8.686       8.403      0.4562       9.208      0.8959       0.801           0
546       62.21       89.26       66.16       637.1       614.5       101.4       655.7       94.44       3.266       0.127
547       119.7       89.33        72.8       426.2       448.9       82.76       502.8       52.37       2.837      0.0645
548       19.74       20.49       5.521       147.4       145.7       8.162       164.2       4.552       2.018      0.0125
550       0.192      0.8757      0.8757       4.102        4.56       3.178       5.158        2.58       1.239        0.07
552     0.05451      0.1379      0.1379       4.289       4.159      0.3155       4.271      0.2033      0.5045           0
554     0.01993      0.1845      0.1845       3.641        3.12      0.5945       3.285      0.4296        0.68           0
559       1.023       3.454       3.454       73.41       63.29       12.22       63.68       11.83       1.382       0.081
561       3.924       4.915       2.265       1.976       3.007       3.007       6.117       2.973        1.25       0.075
562       16.53       18.61       18.61       63.16        57.7       42.33       80.02       45.67       2.929      0.2715
564       131.3       146.5       39.81        1579        1559       43.31        1707       4.798       4.055           0
581      0.9488       2.404       2.404       4.077        6.71        6.71        7.42       5.999       1.341       0.177
593       11.57       10.23       8.684          82       85.03       8.388       95.77       6.078       1.637      0.0335
597       1.777       6.028       6.028        36.9       22.06        19.1       24.53       16.63        2.28       0.295
598       4.404       4.392       4.392       39.28       39.09       7.233       42.05       4.267       1.364           0
604           0      0.3593      0.3593       2.309       3.641        2.71       3.668       2.683      0.5778        0.14
606      0.8369      0.9472      0.9472       3.842       3.826       1.644       4.661      0.8087       1.008           0
620      0.9608      0.9958      0.7794       6.875       6.823       1.547       7.735      0.8821         0.8           0
621       16.22       27.04       27.04         245       246.4       37.51       270.4       40.44       2.699       0.094
622       2.174       3.402       3.402       4.469       7.081       7.081       8.619        6.03       1.351       0.189
628      0.5439       1.199       1.199       7.869       8.015       2.911        8.86       2.104       1.255           0
631        4.14       4.191        1.15       17.59       16.35       3.833       19.86       3.719        1.26      0.0645
637      0.1199      0.2633      0.2633       2.813       2.657      0.5896       2.821       0.426       0.503           0
638      0.4198      0.5927      0.5927       17.96       17.42       2.836       17.95       2.305       0.711           0
652       9.254       10.05       3.939       25.94       26.64       6.489       36.58       5.899       1.765       0.058
658       2.397       11.83       11.83        2798        2790       10.08        2802       1.953       4.051           0
659       67.24       127.6       122.6       437.7       548.4       192.1         652         223        4.33        0.48
661       1.126       3.363       3.363       3.987       5.717       5.717       6.361       5.072       1.371      0.2015
664      0.6714       11.61       11.61       37.15       29.02       29.02       40.03       23.86       2.643        0.03
669       7.989       7.877       2.689       32.92       33.12       2.876       40.83       1.243       1.142           0
672      0.6166       0.714      0.5362       7.434        7.51        1.75       8.138       1.299      0.9452           0
689      0.3078      0.3298      0.3298       3.058       2.971       1.816       3.218       1.586       0.713           0
692      0.1634      0.1761     0.09969       2.475       2.477       0.107       2.643     0.02542       0.281           0
697       6.695        13.5       9.901       40.77       46.23       13.54       55.94       16.57       1.975      0.1965
702       14.65       13.97       13.97       13.95       23.04       23.04        35.2       21.15        2.22        0.29
710      0.9195      0.9391      0.8811      0.5622       1.748       1.748       2.294       1.582       1.035      0.0698
713      0.2508      0.2945      0.2945       1.812       1.728       0.909       2.016      0.6217      0.7762           0
714       105.9       118.2       32.12       238.6         231       26.81       345.7       9.038       4.058           0
718       3.047       3.155       2.774       7.492       7.929       5.289       9.926        5.38      0.9719      0.1701
719       13.06       9.741       9.741       7.446       13.21       13.21       21.35       11.73        2.04       0.274
721     0.09815      0.1535      0.1535       1.198       1.047      0.5097       1.185      0.3714      0.5953           0
729      0.5797      0.5785      0.5785       4.617       4.601       1.333       4.911       1.203       0.905           0
737           0      0.1848      0.1848       11.85       11.54      0.3136        11.7      0.1587       0.585           0
740      0.1956      0.1575      0.1575      0.2642      0.6835      0.6835      0.7984      0.5685      0.4558        0.04
748      0.2635       1.868       1.868       2.858       3.691       3.691       4.363       3.072       1.333       0.131
749           0      0.1491      0.1491       4.328       3.592       0.736       3.731      0.5972       0.708           0
753     0.02881     0.03535     0.03535      0.1459      0.1191      0.1191      0.1475     0.09069      0.3308           0
760     0.07388      0.5337      0.5337       5.216       4.187       1.248       4.659       0.776      0.8615           0
762      0.7498      0.6093      0.6093        6.02        6.07       1.439       6.576       1.335       0.707           0
768    5.88e-08   2.239e-07   2.239e-07       17.41       32.16       17.71       32.16       17.71        2.53       0.318
776           0      0.1822      0.1822       2.044        1.71      0.7218       1.797      0.6792      0.6487        0.06
779       6.448       6.287       4.155       48.85        49.1       6.166       55.38       2.011        1.45           0
786       5.838       7.813       7.813       34.91       33.79       33.79       38.83       29.34       2.772      0.1625
793   7.568e-08   2.153e-07   2.153e-07       48.01        27.2       20.81        27.2       20.81       2.657       0.125
804       1.368       1.419       1.024       6.466       6.038        3.98       7.406       3.777       1.201        0.05
805       2.765        6.96        6.96       24.34        21.3       11.05       23.66       8.987       1.504       0.177
807       33.46       32.65       24.79         271       278.8       55.44       310.3        60.2       2.798      0.1805
808      0.2866      0.2409      0.2409        3.14       3.171      0.3436       3.435      0.1612       0.473           0
809      0.1779      0.2193      0.1516      0.1972      0.3521      0.3521      0.5102      0.2904       0.476        0.02
825      0.6254      0.7152      0.7152       5.588       5.049       2.768       5.441       2.427       1.022           0
826      0.1999      0.4148      0.4148       4.904        3.95       1.635        4.19       1.395      0.7033        0.06
827           0      0.2178      0.2178       163.4       163.2      0.2139       163.4     0.07307       1.391           0
837       34.68       300.9       300.9       355.1       892.6       722.1        1120       937.8       5.701         2.2
841         174       257.8       257.8        1478        1004       572.7        1135       678.6       6.451        1.45
849       1.026       2.505       2.505       25.11       18.85       9.984       19.41       9.423       1.511       0.214
860         114       94.44       64.81       200.3       168.2       52.53       245.9       85.37        3.23       0.381
866       3.982       2.987       2.843        6.92       7.046       7.046       8.716       6.085       1.321       0.153
867           0      0.9866      0.9866       6.123       7.473       3.377       7.612       3.237       1.274       0.117
870       4.521       4.889       1.689       31.73       31.35       1.527       36.26      0.1821        0.84           0
872       9.124       11.44       6.538       66.24       66.16       8.255       75.28       5.658       2.111        0.04
877      0.1299       2.446       2.446       46.11       35.05       11.44       35.14       11.35       1.527      0.1435
878      0.1019     0.09528     0.03905      0.3515      0.3566      0.1042      0.4519     0.06518      0.2755           0
881          10       11.57       11.57       29.47        30.4       19.33       34.13       19.46        2.15       0.283
884       248.4       293.5       131.2       206.1       207.4       34.39       496.9       135.1       3.952       0.377
885       9.434       7.418        2.69       11.45       12.88       1.852       20.15      0.9824      0.9032           0
886     0.04371     0.09056     0.09056       1.019      0.8519      0.3324      0.9389      0.2454       0.475           0
892       1.504        3.59        3.59       9.491       7.428       6.802       9.895       4.728        1.45           0
893       2.761       2.891       1.712       18.68       18.63       1.981       21.34      0.6715        0.94           0
899     0.05514     0.08766     0.08766      0.3824       0.418       0.418      0.4807      0.3592      0.4769        0.03
902       4.255       4.368        1.79       12.41       12.32       2.029       16.32       1.042       0.962           0
915       3.772       11.08       11.08       240.3       230.7       20.41       241.3       9.833       2.635           0
917       2.212       5.766       5.766       67.73        70.7       14.29       71.48       13.51       1.511      0.1015
922       7.279       5.642       5.642       8.975       10.81       10.81       15.83       10.45        1.81       0.253
923       13.83       16.59       8.964       190.3       171.8       28.12       184.3       28.64       2.065      0.1185
924     0.05104      0.1063      0.1063       0.174      0.3885      0.3885      0.4408      0.3521      0.4641        0.09
926       1.923       3.285       3.285       8.209       8.102       7.686       11.19       7.419       1.506      0.1405
928           0      0.1318      0.1318       2.144        1.31      0.8336       1.345      0.7995      0.8381        0.08
931       1.934       1.189       1.189       4.204       4.309       2.942        4.58        2.67      0.7425        0.15
934     0.07366      0.3359      0.3359       2.992       2.466      0.7561       2.838      0.6787      0.7078           0
937       3.239       2.919       1.066        9.27       9.584       2.648       12.39       2.138       1.032           0
939       4.708       4.604       1.701       35.81       35.96        1.59        40.7      0.2485       0.947           0
950       208.7       199.8       57.06       67.71       70.97       47.44       259.3       35.12       3.114      0.1045
951           0    0.008032    0.008032      0.2827      0.2161     0.06655      0.2198     0.06286      0.1757        0.02
960     0.08303      0.1485      0.1485      0.5419      0.5555      0.5555       0.583      0.5356      0.3758        0.12
965      0.6816       3.093       3.093       19.76       14.57       10.69       15.83       9.422       1.411      0.1935
966       1.131       1.139       1.139       5.263       5.684       3.049        6.92       2.028       1.303           0
972    0.003501      0.0509      0.0509     0.02853     0.09279     0.09279      0.1207      0.1101      0.2566        0.11
974       59.28       122.1       122.1       703.9       934.3       253.3        1033       302.5        5.73       0.606
994       3.188       7.793       7.389       1.786       7.776       7.776       11.24       8.034       1.119      0.1899
995        1.82       1.806       1.806       14.79       13.46        3.32       14.77       3.121       1.306           0
1002         1.7       1.388       1.388       13.06       13.01        1.92        14.3        1.36       0.948           0
1005       151.5       135.9       42.29       424.1       399.9       67.77       517.3        81.8       3.023       0.173
1006       3.527       3.539       3.539       45.79       45.73       3.063       48.59       1.349       0.946           0
1008       2.373       2.337       2.235       25.53       25.56        2.48       27.62      0.5418       1.029           0
1023       4.304       6.663       6.663       34.58       26.42       26.42       30.16       22.68       2.313       0.219
1026           0       2.377       2.377       15.23       12.06       9.068       14.28        6.85       1.763      0.1695
1035      0.4595      0.4934      0.1681           0      0.1757      0.1757       0.525      0.1516      0.7778           0
1036   1.219e-07   4.115e-07   4.115e-07         200       211.5       11.47       211.5       11.47       3.924      0.2095
1037      0.3336      0.5087      0.5087       6.538       6.187       1.259       6.664      0.7827      0.7703           0
1042      0.7658      0.7327      0.5519       2.786        2.41       2.176       3.079       1.726        1.06           0
1053       2.035       14.83       14.83       154.8       155.1       42.11       162.9       47.42       2.585      0.1545
1058       2.181       2.008      0.6764           0      0.2119      0.2119       2.008      0.6764       1.038           0
1064           0      0.2508      0.2508       2.198       2.115       1.448       2.181       1.382      0.5869        0.14
1075       3.992       5.148       3.763       8.653       9.153       5.248        13.9       3.721       1.195        0.04
1076       4.521       5.237       3.352       18.23       19.69       7.394       25.62       6.483       1.563      0.0975
1077       3.488       3.627       1.476       11.81       11.84       2.257       15.37       1.192       0.938           0
1081     0.04757     0.07014     0.07014      0.6366      0.4466      0.4156      0.4527      0.4095      0.2293        0.11
1084       2.236       3.617       3.617       56.02       54.65       3.604       57.84      0.4402       1.144           0
1089       4.165       4.238       2.655       8.886       8.654       3.862       12.49       2.914       1.112        0.03
1091   8.335e-08   2.371e-07   2.371e-07       48.58       36.13       12.46       36.13       12.46       2.783       0.163
1094       71.36       88.96       34.83       301.4       291.8       37.09         376         9.4        3.53           0
1101       5.687         5.3       1.695       2.371       3.498       3.498       7.886       3.133       1.242        0.02
1102      0.2025      0.2295      0.1046       2.316       2.305       0.287       2.511      0.2064      0.4724           0
1103       8.653       5.138       5.138       46.27       45.73       4.151       49.39       7.282       1.363           0
1104      0.2386       0.253        0.16       3.359       3.331       0.544       3.588      0.3882      0.5948           0
1105       2.342       1.569       1.569       13.73       13.65        1.26       14.83       1.854      0.9441           0
1109        1109        2888        2454       685.3       830.7       346.2        3634        2706       6.001         1.9
1113           0       1.941       1.941       18.11       13.53       4.574       15.09       3.021       1.457           0
1118     0.01819     0.05862     0.05862        1.42       1.299      0.1751       1.349       0.125      0.3866           0
1121     0.01086     0.02806     0.02806       12.84       12.79       0.096       12.81     0.07022      0.7997           0
1123   8.133e-08   2.959e-07   2.959e-07       67.84       95.72       28.73       95.72       28.73       3.135      0.2315
1125       1.959       1.587       1.587      0.9201       2.849       2.849       4.025       1.926       1.023           0
1129       8.505       8.482       8.482       118.7         108       33.25         111       30.26       2.783       0.163
1133     0.01001     0.01924     0.01924      0.1869      0.1521     0.06593      0.1661     0.05192      0.2538           0
1135           0    0.001363    0.001363      0.2138      0.1089      0.1049      0.1089      0.1049       0.081        0.06
1140      0.1892      0.3595      0.2969      0.3908      0.6858      0.6858      0.9326      0.7826      0.4768        0.13
1141           0       3.917       3.917       30.24          24       6.242       25.45       7.692       1.274        0.09
1143     0.09516     0.08824     0.05579       1.049       1.056      0.0988       1.138     0.05513      0.2804           0
1144       2.146       2.739       2.739       1.035       4.927       4.927       5.756       4.475       1.351       0.189
1146   3.807e-07    0.003121    0.003121        1404       703.2       701.1       703.2       701.1       4.351        3.55
1147       7.484       6.618       2.465       11.09       10.69       2.866       16.88       3.312        1.25       0.071
1148       113.8       109.6       40.76       311.8       315.2        37.7       414.9       22.72       3.538      0.0185
1150           0       1.297       1.297       27.62       24.85       2.771       25.01       2.608       1.364           0
1159       75.53        82.9       40.22       487.8       501.1       67.48       572.4       62.34       3.128       0.123
1160       17.76       18.42       17.26       34.24       33.17       33.17       49.33       20.28       2.314        0.25
1167           0       6.916       6.916         212       206.4       5.689       213.3       1.227        2.92           0
1168       121.7       104.4        45.4       717.7       683.5       143.1       758.3       148.8       2.951        0.15
1172       3.504       4.061       3.728      0.4708       5.576       5.576       6.735        4.91       1.351       0.189
1181        2.69       2.866       2.866   0.0006983       5.432       5.432       6.613        4.73        1.63       0.237
1186       5.926       9.196       9.196       17.85       17.48       15.53       20.22       12.83        1.46       0.221
1202       4.702       3.557       3.557       7.337       7.359       7.359       11.58       6.365       1.725      0.1035
1208       1.856           3           3       14.92       15.56       6.589       17.85       6.692        1.51       0.203
1221      0.3419       1.982       1.982       14.49       15.51       5.386        16.2       4.693       1.247        0.09
1222      0.5162      0.6245      0.6245       3.965       3.561       2.749       3.956       2.389       1.092        0.05
1225      0.2075       0.364       0.364       4.075       4.989       3.259       5.156       3.171      0.5041        0.13
1235       1.857       1.953       1.953       24.61        24.5       2.145       26.08      0.8162      0.8919           0
1239       6.277       6.786       3.175       38.63       38.54       1.619       45.19       1.725       0.836           0
1248      0.5443       4.346       4.346       108.6       93.03       16.43       95.02       14.43       1.371       0.071
1252           0       1.106       1.106       10.36       29.02       23.03       29.58       22.46        2.22        0.29
1253       4.569       5.345       3.055       24.04       23.93       5.847       28.72       5.319       1.859      0.0725
1262    1.41e-07       3.305       3.305       596.2       508.7         102       509.4       101.2       3.796       0.272
1269       29.32       32.03       13.42       65.15       67.55       16.58       108.2       21.38        2.34       0.159
1270      0.8495        1.06      0.9732       4.804       5.223       2.193       6.208       1.596       1.083           0
1273      0.2745       0.361       0.361       1.877       1.634      0.9726       1.978       0.629      0.7441           0
1278       5.974       5.552       5.552       7.777       10.51       9.611       14.28        7.49       1.528      0.1715
1284           0       11.38       11.38       515.2       480.1       35.12       484.1       36.17       3.878      0.1025
1285           0    0.009912    0.009912      0.0169      0.1621       0.147      0.1682      0.1524      0.1165        0.07
1293           0      0.1214      0.1214       7.297       7.013      0.4045       7.134      0.2831      0.7939           0
1303       0.187      0.1676      0.1573       1.293       1.241      0.5794       1.375      0.4839      0.6335           0
1306    0.002126    0.001709    0.001709           0    0.002431    0.002431    0.002674    0.002673       0.041        0.04
1313      0.1948      0.2252       0.105        1.48       1.433      0.3675       1.611      0.3087      0.4167        0.01
1315       4.649       6.961       5.344       37.42       36.12       12.84       45.13       9.549       1.748      0.1365
1320      0.7373       1.256       1.256       14.09       15.62       5.587       16.58       5.337       1.247        0.08
1334      0.1598       1.247       1.247       16.02       15.28       7.734       15.45       7.571        1.68       0.241
1335       1.989       2.036       1.615       10.77       11.36        2.83       13.28       1.861       1.178        0.02
1337       2.736       2.568       1.717       23.22       22.41         3.3       24.42       2.524       1.151           0
1338       2.389       3.204       3.204       28.07       27.83       5.311       29.68       3.744       1.358           0
1341       3.677       3.494        1.74       17.78       17.88       2.189       21.23      0.9667       1.008           0
1342           0   0.0006116   0.0006116   3.275e-07   0.0007514   0.0007514   0.0007514   0.0007514       0.041        0.04
1348     0.09909      0.1014      0.1014      0.5442      0.5842      0.4168      0.6939      0.3772      0.5233        0.04
1350           0       2.371       2.371        20.7       16.62       6.312       16.99       5.948       1.256        0.09
1355       2.712       4.291       4.291       8.106       8.671       8.671       11.02       6.417       1.272        0.11
1357           0       2.162       2.162       12.18       10.27       4.537       12.15       2.655       1.365           0
1367           0       0.729       0.729        16.9       14.22       2.679       14.69       2.206       1.787           0
1368       7.867       11.97       11.97       230.9       235.4       17.02       250.2       12.65       2.635      0.0315
1369       6.469       9.502       9.502       52.15       60.48       17.23       63.94       13.78       2.208       0.182
1371       2.307       2.135      0.9076       1.585       1.678       1.678       3.738        1.39       1.037           0
1384       3.612       9.257       9.257       52.65       45.72       19.45       47.44       17.96       1.383      0.1465
1387           0       8.897       8.897       47.83       210.1       184.9       211.5       185.8       2.801         1.5
1391      0.3863      0.5131      0.5131       4.225       3.671       1.728       3.946       1.453       1.038           0
1393       1.981       1.915       1.915       14.25       16.63       5.729       17.79       4.569        1.32        0.08
1394      0.4819      0.4706      0.1646       2.096       2.091      0.1576       2.547     0.03675      0.2995           0
1396      0.7124      0.6079      0.6079       1.227       1.235       1.235       1.778       1.132      0.7752        0.09
1401       8.683       8.599       3.477       6.357       7.556       7.556       14.03       7.562        1.94       0.053
1402       4.025       4.798       4.487       54.31       47.59          19          50       16.89       1.904       0.192
1416       7.776       8.853       8.853        26.4       20.64       15.29       28.05       9.373       2.291           0
1419       1.546        1.65        1.65       5.299        5.23       2.979       7.019       1.862       1.148           0
1420       19.78       13.24       11.09        18.6       24.38       15.79       31.09       13.36        1.54       0.229
1434           0     0.07278     0.07278       3.498       3.307       0.191       3.371      0.1273      0.4852           0
1437       13.44       15.13       4.215        8.11       8.575       4.704       23.19       3.847       1.344           0
